1r3k2/7R/3p4/pNpPp3/P1P1K3/5r1P/1P6/8 b - - 6 33,f3b3 h7h8 f8g7 h8b8,1230,crushing endgame short skewer
6R1/1P3p2/N4k2/4n1p1/7p/5P1P/3r2PK/8 w - - 4 43,b7b8q e5f3 h2h1 d2d1,931,endgame mate mateIn2 pin short
5k2/8/5r1p/6p1/P5K1/2P2pP1/7P/5R2 w - - 0 42,f1f3 h6h5 g4h5 f6f3,1365,crushing deflection endgame rookEndgame short
3rr1k1/pb3p1p/2nq1bp1/1pp1p3/4P3/1NP2NP1/P1Q2PBP/R3R1K1 b - - 7 18,d6d3 c2d3 d8d3 b3c5 d3c3 c5b7,1331,advantage fork long middlegame
8/p1r5/4P3/R7/2N1k3/1P4r1/1K6/8 b - - 1 49,g3g6 a5e5 e4d4 e6e7,1278,advancedPawn advantage endgame master short
r5k1/2R2pp1/p6p/8/1P1b4/P1B2R1P/6PK/2r5 b - - 9 29,d4e5 c3e5 c1c7 e5c7,1162,crushing endgame hangingPiece short
8/p5bp/1p4p1/5p2/1r2BkP1/2N4P/5P2/4R1K1 b - - 0 37,f5e4 c3d5 f4e5 d5b4,1220,advantage endgame fork short
8/p1p2pk1/8/N1pp3p/5R2/2P1r2P/PP2bKP1/8 b - - 1 26,e3e4 f4e4 d5e4 f2e2,932,crushing endgame short
2k2br1/ppp1n1pp/3r1n2/4N3/3p4/2NP4/PPP2PPP/R1B2RK1 w - - 0 14,c3b5 d6d5 b5a7 c8b8,1253,advantage fork middlegame short
7r/Q7/8/8/3np3/3k4/5PPK/8 w - - 1 53,h2g1 d4e2 g1f1 h8h1,1009,endgame mate mateIn2 short
r1b2k2/pp3p2/4p3/q1p3Q1/2r1P3/8/P4PPP/R2R2K1 b - - 1 24,c4d4 d1d4 c5d4 g5a5,1640,crushing middlegame short
8/1b2k3/p3p2p/3pN1p1/2pP2P1/2P3KP/PP6/8 b - - 6 32,e7d6 e5f7 d6e7 f7h6 b7c6 h3h4,1676,crushing endgame long
5r1k/pR3Bpb/3p4/2b2PpR/4P3/8/P1r5/5K2 b - - 3 34,f8f7 b7b8 f7f8 b8f8,1046,endgame mate mateIn2 short
rnbq1rk1/pp2b1p1/1n6/2pPp1BQ/2P5/2N2N2/PP3PPP/R3K2R b KQ - 5 14,e7g5 f3g5 c8f5 g2g4 d8f6 g4f5,1735,advantage long middlegame
Q7/2p2kpp/3p4/R2n1r2/4q3/1P5P/2P2PP1/5RK1 w - - 5 35,a8h8 f5g5 g2g3 d5f4,1851,crushing endgame pin short
3q1r1k/1r6/p2p1p1N/2p1p1pP/P3PnN1/1pPP1R2/1P6/2K1QR2 w - - 3 46,g4e3 f4d3 c1d2 d3e1,845,crushing fork middlegame short
4R3/8/p3k1p1/b5P1/3B4/4P3/2rpK3/8 b - - 5 43,e6f5 e8e5 f5g4 e5a5 d2d1b e2d1,1476,advantage endgame fork long master
2r3k1/1p3ppp/pq2pn2/3p4/3P4/Pn1BPN2/1P2QPPP/5RK1 w - - 0 18,f3d2 b3c1 f1c1 c8c1,1821,crushing middlegame short
8/8/4R2R/p2k4/4p3/2P3P1/r4r1P/6K1 b - - 0 30,f2h2 c3c4 d5c4 h6h2,1861,advantage endgame intermezzo rookEndgame short
8/5ppk/4p2p/2B1P3/1Pp5/5P2/2pKb1PP/rrR1R3 w - - 0 33,d2e2 b1c1 e1c1 a1c1,628,advantage endgame short
r1b5/1p2Rpkp/3p3n/p5N1/P1B5/7P/5KP1/8 b - - 1 23,c8e6 g5e6 g7f6 e6c7 f6e7 c7a8,2096,advantage endgame long pin
2k2r1r/1ppq2p1/p1pb1n2/4p1p1/4P1P1/3P1NBP/PPP3K1/R2Q1R2 b - - 2 19,f6g4 h3g4 d7g4 f3g1,2250,advantage defensiveMove middlegame short
8/5rpk/8/p3p3/2N1P3/2P3pP/PP4P1/3Q1q1K w - - 4 41,d1f1 f7f1,600,endgame mate mateIn1 oneMove
8/4R2p/1b4pk/3r2P1/5P2/7P/7K/8 b - - 0 37,h6h5 e7h7,981,endgame mate mateIn1 oneMove
5r2/8/2p3pp/3p2k1/1P4P1/1BP3K1/3N4/8 b - - 1 41,f8f4 d2f3 f4f3 g3f3,1171,crushing endgame short
2r1r3/1pq2pk1/p5pp/2p1pP2/3nP3/PPQ2N2/6PP/3R1RK1 w - - 3 22,f5g6 d4e2 g1h1 e2c3,1270,crushing fork middlegame short
8/1R4p1/2p2pk1/3p2n1/2nP2P1/PKP2P2/2N5/4N2r w - - 1 42,f3f4 c4a5 b3b4 a5b7,1447,advantage endgame fork short
5r2/R1bk3p/7n/2p3p1/2P5/P3RBPP/3r1PK1/8 b - - 0 26,d7d6 a7a6 d6d7 a6h6,2437,crushing middlegame short skewer
8/6pp/8/p3kp2/P5PP/4KP2/8/8 w - - 0 39,f3f4 e5e6 g4g5 e6d5 g5g6 h7h6,2400,crushing defensiveMove endgame long pawnEndgame
r6r/6k1/1p1p4/4q2B/6Q1/pP3p2/P1P5/1K5R b - - 2 47,g7f8 g4f3 f8e7 f3b7,2090,crushing endgame fork short
1r1q1r2/5pkp/1p4P1/1n3P2/2p1Q3/P2p4/3P1PB1/2KR2R1 b - - 0 26,h7g6 e4e5 d8f6 e5b5,1452,advantage fork middlegame short
rn1q1rk1/pp2bp1p/3p2pP/2pPp3/2P1P1b1/2NQ1NP1/PP3P2/R1B1K2R w KQ - 0 14,c1g5 e7g5 f3g5 d8g5,1945,advantage middlegame short
1k1r4/p1p2p2/Bpq5/3R2pp/3Qr3/P1P4P/2P2PP1/3R2K1 b - - 0 24,e4d4 d5d8 d4d8 d1d8,1279,endgame mate mateIn2 queensideAttack short xRayAttack
2r1rbk1/3q1p1p/PB2p1p1/RB1pP3/5P2/2p1Q3/6PP/7K b - - 1 34,c3c2 b5d7 c2c1q e3g1,2146,advantage fork middlegame short
2r1qrk1/p2n2pp/8/3N1p2/3p2P1/Q2RPP1P/1P1K4/7R b - - 1 23,d4e3 d3e3 d7e5 d5e7 e8e7 a3e7,1784,advantage fork long middlegame
4kb1r/1pr1qp2/p7/3p1p1p/P2PpQ2/2P5/2KN1PPP/RR6 b k - 1 21,e7d7 f4e5 d7e7 e5h8,1219,crushing fork middlegame short
2r5/1p4pk/p1p3rp/4B1q1/3PQ3/P1P4P/6P1/R4RK1 w - - 0 26,f1f3 g5g2,814,mate mateIn1 middlegame oneMove
4r1k1/1p2r1pp/4p2q/3nR3/3Q1P2/P1p3PB/6KP/4R3 w - - 0 32,e5d5 e6d5 e1e7 e8e7,1053,crushing middlegame short
7r/2p1prk1/p3Rp2/1nPP1PQ1/q5P1/Pp6/1P4B1/1K5R b - - 0 29,f6g5 e6g6 g7f8 h1h8,1235,deflection mate mateIn2 middlegame short
8/1p4kp/p4pp1/2P5/1P3P2/P7/1q4PP/1B3Q1K w - - 4 44,f1d3 b2c1 d3d1 c1d1,1057,backRankMate endgame mate mateIn2 short
1rr3k1/1q3ppp/3P4/2B1p3/2QnP1P1/pP6/P4R1P/2K2R2 b - - 4 29,b7e4 c4f7 g8h8 f7f8 c8f8 f2f8 b8f8 f1f8,1225,backRankMate mate mateIn4 middlegame sacrifice veryLong
3r2k1/1p1q1ppp/pQ6/3b2r1/4p3/1B4P1/PP3P1P/3RR1K1 w - - 2 27,b3d5 g5d5 d1d5 d7d5,1332,equality middlegame short
rnb1kb1r/ppp1qppp/8/8/2BP4/8/P1P2PPP/R1BQK1NR w KQkq - 1 8,g1e2 e7b4 c2c3 b4c4,1313,advantage fork opening short
2b2rk1/r1q4p/p3p1pQ/1p1pn1N1/8/2P5/PP2BPP1/R3K2R w KQ - 4 20,g5h7 c7h7 h6h7 a7h7 h1h7 g8h7,1674,crushing long middlegame
2kr1bnr/1pp3pp/p1n2p2/3P1q1b/B4B2/2N2N1P/PP3PP1/R2Q1RK1 w - - 1 15,d5c6 d8d1 c6b7 c8b7 a4d1 f5f4,1366,advantage long middlegame
r2q1rk1/ppp1bppp/5n2/3pP1B1/3P2b1/2NQ4/PPP3PP/R3KB1R b KQ - 2 11,f6e4 g5e7 d8e7 c3d5 e7h4 g2g3,1967,advantage long opening
8/p2kb3/6Np/2p2p2/5P2/4K1P1/P5P1/8 w - - 0 41,g6e7 d7e7 g3g4 f5g4,928,crushing endgame short
r4k2/ppp2ppp/2n5/8/3q4/3N4/PP2Q1PP/n2KR3 b - - 1 21,c6b4 e2e7 f8g8 e7e8 a8e8 e1e8,1537,backRankMate long mate mateIn3 middlegame sacrifice
r3qrk1/pppb1ppp/2n1n3/3Q4/P1B5/B1P2N2/2P2PPP/R3K2R w KQ - 0 14,a3f8 e6f4 e1d2 f4d5,1517,crushing discoveredAttack middlegame short
r2q2k1/p2b1rp1/6Qp/1ppR1n2/5P2/8/PB4PP/5RK1 b - - 11 29,f7f6 b2f6 d8f6 g6f6,1040,advantage middlegame pin short
8/pQ2bk1p/4p3/2p5/8/2NPnPqP/PPP3P1/R5K1 w - - 2 26,c3e4 g3g2,1049,endgame mate mateIn1 oneMove
8/1p6/5R1p/6pk/8/1r5P/6PK/8 b - - 2 52,b7b5 g2g4 h5h4 f6h6,1098,deflection endgame mate mateIn2 rookEndgame short
2q1r1k1/p3rpp1/1p1b4/2pP3p/2P5/3QN1P1/PP3P1P/3RR1K1 w - - 0 26,e3f5 e7e1 d1e1 e8e1,744,crushing kingsideAttack middlegame short
r4rk1/ppp1pp1p/6p1/4b2P/6b1/2N1B3/PPP2P1P/3RKB1R w K - 1 13,d1d5 e5c3 b2c3 g4f3,2014,advantage middlegame short
r5k1/p1p2ppp/1p6/1P3P2/7q/P1bP4/4r2P/1KB4Q b - - 0 24,h4f2 h1a8 e2e8 a8e8,644,endgame hangingPiece mate mateIn2 short
r2qk2r/1b3pbp/pp2p3/8/4NP2/3p1N2/PPQ3PP/R1B1K2R w KQkq - 0 14,c2c4 a8c8 c4b4 g7f8,2346,advantage opening short
7k/p1r2rp1/1p2p1Qp/1P1p1p1R/4qP2/4b2R/P1P3PP/7K b - - 1 31,e3c5 h5h6 g7h6 h3h6 f7h7 g6e8 h8g7 h6g6,2291,kingsideAttack mate mateIn4 middlegame sacrifice veryLong
rn1q1rk1/pp2ppbp/3p1np1/3N4/4P1b1/2B2N2/PPP1BPPP/R2QK2R b KQ - 2 11,f6e4 c3g7 g8g7 d1d4 e4f6 d5f6 e7f6 d4g4,1477,advantage attraction capturingDefender fork opening veryLong
r3k2r/pp1b1p2/3p3p/2b3q1/2PpP3/P2P1PB1/5K1P/RQ3B1R w kq - 0 20,h1g1 g5d2 f1e2 d2e3,2207,crushing middlegame short
5rk1/pp3pp1/4b2p/4NP2/3qp3/6Q1/r5PP/4RR1K b - - 0 23,e6c4 f5f6 g7g5 f1f5,2431,clearance crushing middlegame short
r2q1r2/p2pn1Qp/1p2p1pk/2p4N/2P5/1P4P1/P2PPPbP/5RK1 b - - 3 17,h6h5 g7h7 h5g4 h7h4 g4f5 h4f4,1862,long mate mateIn3 middlegame
r3r1k1/p1q2pbp/bp2pnp1/3pN1B1/3P4/2P2Q2/PP3PPP/1BR1R1K1 b - - 3 18,h7h6 g5f6 g7f6 f3f6,1197,crushing middlegame short
2rq2k1/R5p1/4p2p/8/1P6/P4QPP/3p2BK/8 b - - 1 37,d2d1q f3f7 g8h8 f7g7,1151,endgame mate mateIn2 short
r4bk1/P4p1p/2rNp3/3pPp2/1p6/7P/5PP1/RR3K2 b - - 0 35,f8d6 e5d6 c6d6 b1b4,1036,advantage capturingDefender endgame short
4r1k1/p4p1p/1b1q2p1/3P4/1p6/1P3BPP/PB1Q1P2/3R2K1 w - - 1 29,d2h6 d6g3 f3g2 g3f2,1544,advantage kingsideAttack middlegame pin short
r2qr2k/5Rp1/pp1pBb1p/2pP4/1PP5/P5pP/3Q2P1/5RK1 b - - 6 28,e8f8 f1f6 d8f6 f7f6,1672,advantage middlegame short
8/7p/6pk/3NR3/4P3/pPP2B1P/P4rP1/bK6 w - - 5 35,b1a1 f2f1 f3d1 f1d1,600,endgame mate mateIn2 short
6r1/1p3k2/p1p1r2p/3pb1q1/3P1p2/5R1P/PPQ2PP1/2R3K1 w - - 0 27,d4e5 g5g2,1390,endgame kingsideAttack mate mateIn1 oneMove
2rnNrk1/1q3ppp/p7/2R5/8/2Q5/PPP2PPP/2K1R3 b - - 2 22,c8c5 c3g7,1375,mate mateIn1 middlegame oneMove
2r3k1/p7/1pRnq1p1/3p3p/3PpP2/1P2P2P/P5K1/2Q2N2 b - - 5 34,e6d7 c6d6 d7h3 g2h3,1583,advantage endgame short
r1b2rk1/ppq1npb1/2n3pp/4p3/Q3B2B/2N2N2/PPP2PPP/2KR3R b - - 0 13,c8g4 e4c6 e7c6 a4g4,1975,advantage discoveredAttack middlegame short
r3kbnr/ppp1pppp/2n5/6q1/7N/2N2B1b/PPPP1PPP/R1BQ1RK1 b kq - 11 8,e7e6 f3c6 b7c6 d1f3 g5h4 f3c6,2134,clearance crushing long opening sacrifice
6r1/1p4bk/1q1p4/p4QB1/5P2/P2N4/1n6/K7 b - - 3 39,h7h8 f5h3 g7h6 h3h6,1344,mate mateIn2 middlegame short
r2qk2r/pp3pp1/1n2p1p1/2bpP3/5P2/3P4/PP1NQ1PP/R1B2RK1 w kq - 1 14,g1h1 h8h2 h1h2 d8h4,1549,attraction kingsideAttack mate mateIn2 middlegame sacrifice short
7r/p1q2kp1/2p1p3/1pB5/3Pp1Q1/1P2P1Pr/P1P2P2/R4RK1 w - - 1 24,f1d1 h3h1 g1g2 h8h2,1285,kingsideAttack mate mateIn2 middlegame short
3r1rk1/pbp1qppp/1p2p3/4b3/2PB2Q1/5P1N/PP2KP1P/3R2R1 b - - 6 19,e5f6 g4g7 f6g7 g1g7 g8h8 g7g8 h8g8 d1g1 e7g5 g1g5,2354,attraction doubleCheck kingsideAttack mate mateIn5 middlegame sacrifice veryLong
r1q2r2/3bbppk/2pp1n1p/p3pP2/2p1P2Q/2NPB1RP/PPP3P1/R5K1 b - - 1 17,d6d5 g3g7 h7g7 e3h6 g7h8 h6f8,2023,attraction crushing discoveredAttack long middlegame sacrifice skewer
8/8/R5kp/4p1p1/2P1n3/B5PK/r7/8 b - - 5 35,g6f5 g3g4 f5f4 a3c1 f4f3 a6a2,1360,crushing discoveredAttack endgame long
1rq1k1r1/1p3p2/pQ1p3p/P1nN2b1/2BpPP2/3P4/1P3P2/R5RK w - - 3 24,f4g5 c8h3,657,mate mateIn1 middlegame oneMove
k3r3/p2q4/Pp1B4/1N1n2p1/4p2p/1Q2Pr1P/5PK1/7R b - - 1 42,d7f7 b3d5 f7d5 b5c7 a8b8 c7d5,1675,advantage attraction discoveredAttack fork long middlegame sacrifice
r5k1/1bp2npp/pp2Q3/8/8/2P2P2/PP1q2PP/R3R1K1 b - - 2 22,d2b2 e6e8 a8e8 e1e8,699,backRankMate mate mateIn2 middlegame sacrifice short
3r2k1/Np3pp1/n6p/5Q2/8/6P1/P3RPKP/q7 b - - 0 25,d8d1 e2e8,994,endgame mate mateIn1 oneMove
r1bqkbnr/pppp2pp/2n2p2/8/2BpP3/2P2N2/PP3PPP/RNBQK2R b KQkq - 0 5,c6e5 f3e5,1315,crushing oneMove opening
r1bq1rk1/pp2n1p1/4p2p/3p4/3PnN2/3B1N2/PP3PPP/R2Q1RK1 w - - 0 16,d3e4 d5e4 f3e5 f8f4,1202,advantage opening short
5rk1/pp6/6r1/3P3N/2Pp1QPn/8/P7/7K w - - 1 34,f4d4 f8f1 h1h2 h4f3 h2g2 f3d4,1117,advantage endgame exposedKing fork long
r1q2rk1/3bb1p1/3p1nP1/ppp1p3/4P2Q/P1NP3P/1P1N2K1/4R2R b - - 0 24,f6d5 h4h7,1121,mate mateIn1 middlegame oneMove
7r/1kpqnp2/1p4r1/pPRPp2p/N3P3/5B2/P4QPP/7K b - - 0 28,b6c5 a4c5 b7c8 c5d7,1093,advantage fork middlegame short
6k1/p3bpp1/Pp2p1np/1Pp5/2P5/1N1KPN1P/5PP1/8 b - - 2 24,f7f6 b3a5 b6a5 b5b6,2183,crushing endgame quietMove sacrifice short
3rr1k1/pp3pp1/2bn4/6q1/3BP3/5PP1/PQ6/2RR1BK1 w - - 1 30,b2h2 d6e4 f3e4 d8d4,2123,advantage discoveredAttack master middlegame short
1k1r1br1/pp1q3n/2n2p2/2p1p2p/Q1N1P2P/2PPBB2/P2RKP2/1R6 w - - 3 22,f3h5 c6d4 c3d4 d7a4,1476,advantage discoveredAttack middlegame short
r3k3/4pp1p/1r1p2p1/8/1N2Q3/P4P2/1P3qPP/1KR5 b - - 10 31,a8b8 c1c7 e7e6 e4f4,2391,crushing endgame master short
2k3r1/q1PrR3/3p3p/P3b3/2Q5/8/1P4PP/R6K b - - 0 31,d7e7 c4g8 c8c7 a1c1,1093,crushing endgame short
6k1/4rbpp/3N4/R2p2b1/3Bp3/2P4P/6P1/6K1 b - - 9 39,e4e3 a5a8 f7e8 a8e8 e7e8 d6e8,2006,crushing endgame long
rnbq3r/ppp2k1p/1b3p2/8/2QP4/5N2/PPP3PP/RN3RK1 b - - 0 13,c8e6 f3g5 f7g6 g5e6,1717,crushing deflection middlegame pin short
1r1r1k2/1p4R1/p2p1p1P/3B4/4P3/8/PPb3P1/6K1 b - - 0 25,d8e8 g7g8 f8e7 h6h7,2107,advancedPawn crushing endgame short
8/p4p1b/1p1k1p2/3p1P1p/PK1P2P1/4r2P/2P1B3/4R3 b - - 3 30,d6c6 e2b5 c6c7 e1e3,1020,crushing discoveredAttack endgame short
rn1q2nr/ppp2k1p/3p4/6b1/3PPpQP/8/PPP3P1/RNB1K2R b KQ - 0 9,h7h5 g4g5 d8g5 h4g5,2305,advantage middlegame short
8/p2q1kp1/2p2n1p/n1p5/4NQ2/2r4P/P4PP1/4R1K1 b - - 1 35,c3c4 e4d6 f7g6 d6c4 a5c4 f4c4,1628,advantage fork long middlegame
4r2r/pppk1q2/2npb2p/4B3/8/5N1P/P1Q2PP1/3RR1K1 b - - 0 19,d7c8 e5h8,1263,advantage middlegame oneMove
r4r2/p4kpp/3Q4/4p3/4q1b1/8/PPPP1PPP/R1B2K1R w - - 3 16,f2f3 g4f3 d6d3 f3g2,1980,advantage middlegame short
4r1k1/2p1qpp1/3p2bp/prpR4/3bP3/1P4BP/P1QN1PP1/4R2K b - - 4 25,f7f6 d5d4 c5d4 c2c4 d6d5 c4b5,2015,advantage fork long middlegame sacrifice
3rr1k1/pp3ppp/8/1P3b2/P1q1P2P/R2pQPP1/3B4/5BK1 b - - 3 24,c4d4 e3d4 d8d4 e4f5,1643,advantage master middlegame short
6rq/p7/kp3p2/n2Q4/1P5r/6B1/P4P2/R5K1 b - - 0 28,a5b7 d5d3 b6b5 d3a3 a6b6 a3e3,2619,crushing long middlegame
4r1k1/1p3R2/1p5p/6p1/6b1/6P1/PP5P/R6K w - - 2 29,f7b7 g4f3 h1g1 f3b7,1100,advantage endgame fork short
3r1r2/pkp4p/1pp1Q1p1/8/P2q4/5N2/1PP2PPP/R5K1 b - - 2 21,d4d1 a1d1 d8d1 f3e1,1478,advantage endgame short
r4r1k/p4pNp/1q1n1n2/4p3/b3P3/P1P2Q2/5PPP/R1B1R1K1 b - - 0 19,h8g7 c1h6 g7g6 h6e3,2278,advantage middlegame short
r2q1rk1/3p2B1/p1n1p2p/1ppn2NQ/8/P2P4/1PP3PP/R4RK1 b - - 0 19,g8g7 f1f7 f8f7 h5f7 g7h8 f7h7,1577,long mate mateIn3 middlegame
8/1r1k3p/Rp6/2K3p1/8/8/6PP/8 w - - 0 37,a6b6 b7b6 c5b6 d7d6,1853,crushing defensiveMove endgame rookEndgame short
6k1/p1p1Rp1p/6p1/8/2K2P2/1P4P1/P4r1P/8 w - - 0 30,e7c7 f2c2 c4b5 c2c7,811,crushing endgame rookEndgame short skewer
2r1r3/p2b1pkp/1q3pp1/3P4/1nB1N3/2Q2P2/1PP3PP/2KR3R w - - 1 23,e4f6 b6f6 c3f6 g7f6,2585,advantage middlegame short
r4n1k/1R1p2pp/4q3/B3Pr2/Q2P1p2/5P1P/P5PN/6K1 w - - 1 29,b7b6 e6b6 a5b6 a8a4,1543,crushing middlegame short
2r3k1/3r4/2q3pp/1p2N3/p6B/3Q3P/PP3PP1/1K3R2 w - - 1 28,d3d7 c6c2 b1a1 c2c1 f1c1 c8c1,1534,backRankMate endgame long mate mateIn3 sacrifice
r2qkb1r/1p4pp/p1npNn2/6Bb/4P3/2N2P2/PPP3PP/R2Q1RK1 b kq - 0 11,d8e7 c3d5 e7e6 d5c7 e8f7 c7e6,1650,advantage exposedKing fork long opening sacrifice
r1bkr3/ppp1q3/3p4/3N4/2PQ4/8/PP4PP/5RK1 b - - 1 24,e7e5 d4h4 e8e7 d5e7 e5e3 g1h1 e3e7 f1f8 d8d7 h4g4 d7c6 g4f3,2718,advantage middlegame pin veryLong
r3r1k1/pp1n1ppp/7q/3Q4/8/3B4/PP1N1PPP/R4K1R b - - 0 17,h6d2 d3h7 g8h7 d5d2,1209,crushing discoveredAttack middlegame short
6k1/8/4R3/8/2P3p1/4Kr2/6rP/7R w - - 2 33,e3e4 g2e2 e4d4 e2e6,1159,crushing endgame rookEndgame short skewer
8/1k5p/p4pp1/K2p4/2p2P2/2P4P/PP4P1/8 w - - 3 38,b2b3 d5d4 a5b4 d4d3 b4c4 d3d2,1551,advancedPawn crushing endgame long master pawnEndgame
q1r3k1/4B1bp/2Np2p1/1p6/1P6/3P3P/6Q1/5RK1 w - - 1 32,c6a5 a8a7 d3d4 a7e7,2017,advantage fork middlegame short
1r6/1p3p1p/1R2k3/3r4/6P1/4B3/5PKP/8 b - - 6 34,d5d6 b6d6 e6d6 e3f4 d6d5 f4b8,1257,advantage attraction endgame exposedKing long skewer
r4r1k/pp4pp/2p1Q3/2b3p1/4PB2/2Pq1PP1/P6P/3R1R1K b - - 1 20,d3c3 f4e5 a8e8 e6e8 f8e8 e5c3,1718,crushing long middlegame
8/8/p7/3B4/1r3k2/5p2/P2p1P2/3R1K2 w - - 0 39,d1d2 b4b1 d2d1 b1d1,619,endgame mate mateIn2 short
8/p4ppk/1pb1r3/6n1/2PR4/1P4P1/PB3PP1/6K1 b - - 6 28,g7g6 d4h4 h7g8 h4h8,817,endgame mate mateIn2 short
8/p7/6p1/1B2k3/6P1/1P2N1K1/P1R5/r6r w - - 2 48,c2c5 e5d4 c5c6 d4e3,1621,defensiveMove endgame equality short
8/6p1/k4p1p/P1r5/8/R5P1/5PKP/8 b - - 7 39,c5a5 a3a5 a6a5 g2f3,1279,crushing defensiveMove endgame rookEndgame short
8/8/2k5/2P2K2/1p2R3/8/n5P1/8 w - - 1 42,e4c4 b4b3 c4e4 b3b2,1333,advancedPawn crushing endgame short
8/3P4/R5p1/4p3/4Pk1p/5P1P/p2K4/1r6 b - - 2 49,a2a1q a6a1 b1a1 d7d8q,1678,advancedPawn advantage endgame promotion short
1r1r2k1/R1q2p1p/2P1p1p1/2R5/3n4/2Q2PPK/7P/8 b - - 6 36,b8b3 a7c7 b3c3 c5c3,1221,advantage middlegame short
r1bq1rk1/p1pp1ppp/2p5/8/2B1n3/2B5/PPP2PPP/R2Q1RK1 w - - 0 12,c3g7 g8g7 d1g4 e4g5 f2f4 d7d5,2018,advantage hangingPiece long middlegame
2r3k1/ppq2ppp/4r1n1/3pNQP1/8/1P5P/P4P2/1KR1R3 b - - 9 25,e6e5 f5c8 c7c8 c1c8,1937,crushing middlegame short xRayAttack
bk1r3r/2p2R2/1p2p3/p1bpq2p/P2Nn3/1PPBP3/1B2Q1PP/R5K1 b - - 0 25,c5d6 d4f3 e5f5 f7f5,1886,crushing middlegame short trappedPiece
1k1r3r/pp6/2p2p2/4nB2/2q2B2/2Q3PP/PP6/4R1K1 b - - 1 23,c4a2 e1e5 f6e5 f4e5 b8a8 e5h8,1954,advantage fork long master middlegame
B2k4/p1pn1q1p/3p1n2/8/6b1/3P4/PPP2KPP/RNB1R3 w - - 1 17,b1c3 f6e4 f2g1 f7f2 g1h1 f2e1,1304,backRankMate doubleCheck fork long mate mateIn3 middlegame
rnbqk2r/ppp1bppp/4p3/4N3/1P1PpP2/2P1P1P1/P6P/RNBQ1RK1 b kq - 1 11,f7f6 d1h5 g7g6 e5g6 h7g6 h5h8,1170,advantage long middlegame
N1b2rk1/p3qppp/2p1p3/3pP3/4nP2/8/PPP3PP/R2QKB1R w KQ - 0 14,d1f3 e7b4 c2c3 b4b2,1651,advantage middlegame short
8/4Qrk1/4p2p/P3p2q/4P1n1/2PP4/3R1PP1/R5K1 w - - 2 31,e7e6 h5h2 g1f1 h2h1 f1e2 f7f2,1947,endgame long mate mateIn3
3r2k1/5ppp/p1nq1n2/1p6/3p4/P1N2B1P/1PPQ1PP1/3Rr1K1 w - - 0 20,d1e1 d4c3,1126,advantage middlegame oneMove
8/8/p1k5/2P2p1p/1P2p1pK/4P3/1n1B2P1/8 w - - 1 40,h4h5 b2c4 d2c1 f5f4 e3f4 e4e3 c1e3 c4e3,2109,crushing endgame veryLong
2kr3r/1pp2pp1/p1bq1n1p/3p4/3N3P/2PBP3/PPQ2PP1/2KR3R b - - 5 17,f6g4 d4c6 d6c6 d3f5 c8b8 f5g4,2055,advantage fork long middlegame
7r/r1q2pk1/p1b2RpN/2p1n3/1p2P2Q/2P4P/PPN3B1/5RK1 w - - 6 28,f6f7 e5f7 h4f6 g7h6 f1f4 h6h7,2148,advantage defensiveMove long middlegame
2r3k1/5ppp/4p3/1RPp4/2nP4/4P2P/5PPK/8 b - - 2 29,c8c7 b5b8 c7c8 b8c8,600,backRankMate endgame mate mateIn2 short
3r4/p6k/1p6/2p2p2/2PBb3/1P4P1/q6P/3R1QK1 w - - 1 40,f1h3 h7g6 g3g4 d8d4,1727,crushing endgame short
5rk1/1p4pp/p2q4/1b5n/1P4NQ/P3P2P/1BP3P1/6K1 w - - 2 29,h4h5 f8f1,1691,endgame mate mateIn1 oneMove
r3k1nr/pbpq1ppp/1pn5/8/Q2P4/2P2N2/P4PPP/R1B1KB1R w KQkq - 1 11,f3e5 c6e5 a4d7 e5d7,1600,crushing opening short
k2r3r/p3n1pp/3bpq2/1Q1p4/3p4/N4P2/PPP3PP/R1B1R1K1 w - - 4 17,b5d3 d6h2 g1h2 f6h4 h2g1 h4e1,1558,attraction crushing fork long middlegame sacrifice
r3r1k1/1p1n1p1p/p2p2p1/2pn3P/4PP1q/2P4P/P1QN2B1/R1B1R1K1 w - - 1 19,c1b2 d5f4,1576,equality middlegame oneMove
r6k/1p1r2p1/3q3p/p7/3P4/1Q2R3/5PP1/4R1K1 b - - 7 32,a5a4 e3e8 d6f8 e8f8,986,crushing endgame short
r1b2rk1/pp4pp/1q6/4R1Q1/8/1Np5/PPP2PPP/R5K1 w - - 0 18,b2c3 b6f2 g1h1 f2f1 a1f1 f8f1,949,backRankMate long mate mateIn3 middlegame sacrifice
r5r1/pp1k1p1p/2npqB2/3Np3/Q3P3/2P5/PP3PPP/R4RK1 w - - 3 18,h2h3 e6h3 f6g7 g8g7,1556,crushing middlegame pin short
4r1k1/5p1p/pq1p1B2/5p2/5K1P/3Q4/2P3P1/7r b - - 8 33,b6c5 d3g3 g8f8 g3g7,1199,endgame mate mateIn2 short
3r2rk/2q4p/p5P1/2pp3Q/1p3p2/1P3N1P/P5RK/8 b - - 0 40,d8d6 g6g7 c7g7 g2g7,1973,advancedPawn advantage endgame short
5rk1/1bpQ1ppp/p7/1p4q1/5b2/1BP2P1P/PP4P1/4RNK1 b - - 3 21,b7f3 d7f7 f8f7 e1e8,1664,kingsideAttack mate mateIn2 middlegame pin sacrifice short
